order_id,account_id,company,status,currency,subtotal,tax,total,created_at
767,24063,Soto and Sons,invoiced,USD,3.76,0.26,4.02,2026-03-03T20:11:29.977479Z
768,21464,Bryant-Mosley,confirmed,USD,1.25,0.09,1.34,2026-03-03T20:11:47.867858Z
769,11502,Bishop Inc,paid,USD,1.45,0.1,1.55,2026-03-03T20:11:47.924437Z
770,59961,Meadows Group,created,GBP,19975.14,3995.03,23970.17,2026-03-03T20:11:30.131957Z
771,59192,Thompson Group,created,GBP,20774.53,4154.91,24929.44,2026-03-03T20:11:30.137089Z
772,23700,"Rivera, Williams and Thomas",created,GBP,1.52,0.3,1.82,2026-03-03T20:11:30.281535Z
773,32537,Powers-Klein,confirmed,GBP,31447.6,6289.52,37737.12,2026-03-03T20:11:47.921565Z
774,49547,Wilson PLC,confirmed,EUR,3.49,0.7,4.19,2026-03-03T20:11:30.350413Z
775,73741,Ibarra Ltd,paid,USD,10513.0,735.91,11248.91,2026-03-03T20:11:30.423074Z
776,69047,"Luna, Kim and Kennedy",invoiced,EUR,377.0,75.4,452.4,2026-03-03T20:11:48.054724Z
777,40059,Griffin-Richardson,created,USD,39950.87,2796.56,42747.43,2026-03-03T20:11:30.535451Z
778,15576,Anderson-Mora,created,USD,0.82,0.06,0.88,2026-03-03T20:11:30.532091Z
779,83810,"Trujillo, Thompson and Huffman",confirmed,EUR,16399.0,3279.8,19678.8,2026-03-03T20:11:30.630419Z
780,36435,"Roman, Copeland and Schmitt",invoiced,USD,5650.49,395.53,6046.02,2026-03-03T20:11:30.672180Z
781,38013,Morales LLC,confirmed,USD,4316.27,302.14,4618.41,2026-03-03T20:11:48.061085Z
782,97701,King PLC,confirmed,GBP,0.16,0.03,0.19,2026-03-03T20:11:30.777585Z
783,82024,"Brennan, Gonzalez and Powell",paid,USD,15273.0,1069.11,16342.11,2026-03-03T20:11:30.825272Z
784,66729,"Johnson, Wright and Torres",created,EUR,0.32,0.06,0.38,2026-03-03T20:11:30.932755Z
785,77541,Barrera Group,created,USD,2576.05,180.32,2756.37,2026-03-03T20:11:30.964036Z
786,58521,Klein Ltd,paid,EUR,2.4,0.48,2.88,2026-03-03T20:11:31.042230Z
787,50156,Chen-Hernandez,paid,GBP,1.97,0.39,2.36,2026-03-03T20:11:31.096924Z
788,86895,Peck-Smith,invoiced,USD,1930.0,135.1,2065.1,2026-03-03T20:11:31.086948Z
789,72739,"Little, Henry and Myers",confirmed,GBP,2.99,0.6,3.59,2026-03-03T20:11:31.188662Z
790,93824,"Roberts, Reese and Freeman",created,USD,37640.0,2634.8,40274.8,2026-03-03T20:11:31.249351Z
791,98526,Wheeler and Sons,confirmed,USD,2.64,0.18,2.82,2026-03-03T20:11:31.282356Z
792,84905,"Deleon, Choi and Hicks",created,USD,1390.37,97.33,1487.7,2026-03-03T20:11:31.385092Z
793,90297,"Adams, Patel and Horton",paid,EUR,116.0,23.2,139.2,2026-03-03T20:11:48.160747Z
794,50325,Boyd LLC,invoiced,USD,27558.15,1929.07,29487.22,2026-03-03T20:11:31.446835Z
795,62531,Simpson-Phillips,created,USD,4655.0,325.85,4980.85,2026-03-03T20:11:28.833223Z
796,83550,Olson-Williamson,invoiced,GBP,2.32,0.46,2.78,2026-03-03T20:11:31.520374Z
797,88018,Martinez-Mendoza,created,EUR,0.49,0.1,0.59,2026-03-03T20:11:31.598324Z
798,63932,Patterson-Russell,created,GBP,2779.0,555.8,3334.8,2026-03-03T20:11:31.620776Z
799,34963,"Gray, Smith and White",created,USD,2475.0,173.25,2648.25,2026-03-03T20:11:31.683518Z
800,97996,Dodson-Williams,invoiced,GBP,1991.87,398.37,2390.24,2026-03-03T20:11:48.148014Z
801,23780,Kelly Group,paid,EUR,1.11,0.22,1.33,2026-03-03T20:11:31.864113Z
802,81912,Pierce LLC,created,GBP,0.62,0.12,0.74,2026-03-03T20:11:31.934331Z
803,24309,Freeman Group,created,GBP,0.51,0.1,0.61,2026-03-03T20:11:31.951777Z
804,72767,"Stevens, Mullen and Conley",created,EUR,38329.97,7665.99,45995.96,2026-03-03T20:11:31.991769Z
805,74761,Atkinson Inc,invoiced,USD,2475.0,173.25,2648.25,2026-03-03T20:11:32.077605Z
806,69763,Knight PLC,created,EUR,1044.0,208.8,1252.8,2026-03-03T20:11:32.169295Z
807,58176,"Garcia, Martin and Lara",invoiced,GBP,1248.72,249.74,1498.46,2026-03-03T20:11:32.136859Z
808,57760,Santos-Le,confirmed,EUR,0.43,0.09,0.52,2026-03-03T20:11:48.209351Z
809,16592,Lopez-Norton,invoiced,USD,3.12,0.22,3.34,2026-03-03T20:11:48.301639Z
810,85186,Humphrey-Martin,paid,EUR,6537.76,1307.55,7845.31,2026-03-03T20:11:32.338524Z
811,21935,Estes PLC,created,USD,0.13,0.01,0.14,2026-03-03T20:11:32.349900Z
812,14106,Austin-Espinoza,invoiced,GBP,19975.24,3995.05,23970.29,2026-03-03T20:11:32.445347Z
813,26488,Mcbride Ltd,paid,GBP,1.01,0.2,1.21,2026-03-03T20:11:32.460193Z
814,88764,Summers and Sons,confirmed,USD,18950.27,1326.52,20276.79,2026-03-03T20:11:32.524289Z
815,11669,Williams-Parker,invoiced,EUR,19976.2,3995.24,23971.44,2026-03-03T20:11:32.640624Z
816,30995,"Rodriguez, Jenkins and Davis",invoiced,EUR,35955.9,7191.18,43147.08,2026-03-03T20:11:32.628224Z
817,26714,"Flores, Whitaker and King",invoiced,EUR,1334.0,266.8,1600.8,2026-03-03T20:11:32.727915Z
818,71591,"Flores, Ferguson and Briggs",invoiced,EUR,2872.03,574.41,3446.44,2026-03-03T20:11:32.742651Z
819,57694,Anderson LLC,confirmed,GBP,1683.0,336.6,2019.6,2026-03-03T20:11:32.807116Z
820,38389,Rangel-Henry,invoiced,USD,37939.0,2655.73,40594.73,2026-03-03T20:11:32.850074Z
821,84749,"Riggs, Torres and Ward",confirmed,GBP,1.98,0.4,2.38,2026-03-03T20:11:32.966850Z
822,24910,Morris-Chandler,invoiced,EUR,116.57,23.31,139.88,2026-03-03T20:11:32.960542Z
823,54087,"Harrell, Martin and Davis",invoiced,GBP,0.46,0.09,0.55,2026-03-03T20:11:33.069810Z
824,94523,Gardner Inc,created,USD,3.2,0.22,3.42,2026-03-03T20:11:33.086590Z
825,45451,"Rowland, Carter and Lloyd",paid,GBP,551.0,110.2,661.2,2026-03-03T20:11:33.191910Z
826,82522,"King, Kelly and Thomas",paid,EUR,3366.0,673.2,4039.2,2026-03-03T20:11:33.195120Z
827,56780,Freeman-Williams,confirmed,USD,24769.0,1733.83,26502.83,2026-03-03T20:11:33.265812Z
828,36060,Cummings and Sons,confirmed,EUR,4975.09,995.02,5970.11,2026-03-03T20:11:33.314138Z
829,37032,Ruiz-Lee,created,EUR,1.92,0.38,2.3,2026-03-03T20:11:48.330729Z
830,23855,"Gill, Hill and Meyers",confirmed,EUR,1189.76,237.95,1427.71,2026-03-03T20:11:33.408302Z
831,30627,Lozano-Chen,paid,USD,13930.0,975.1,14905.1,2026-03-03T20:11:33.495859Z
832,95506,"Rogers, Hart and Perez",invoiced,EUR,610.43,122.09,732.52,2026-03-03T20:11:33.606260Z
833,84334,"Roberts, Ray and Rodriguez",paid,GBP,3995.0,799.0,4794.0,2026-03-03T20:11:33.619745Z
834,48719,Walker and Sons,paid,USD,21281.01,1489.67,22770.68,2026-03-03T20:11:33.668536Z
835,90876,"Bean, Walton and Haynes",paid,USD,4356.0,304.92,4660.92,2026-03-03T20:11:33.747969Z
836,63442,Hansen Ltd,paid,USD,319.0,22.33,341.33,2026-03-03T20:11:33.744417Z
837,82819,Wallace-Aguirre,created,GBP,18775.09,3755.02,22530.11,2026-03-03T20:11:33.848170Z
838,76592,"Morris, Bush and Grimes",created,USD,0.29,0.02,0.31,2026-03-03T20:11:33.908667Z
839,91070,Combs Ltd,invoiced,EUR,3564.35,712.87,4277.22,2026-03-03T20:11:33.989507Z
840,37178,Bryant-Charles,created,USD,39951.19,2796.58,42747.77,2026-03-03T20:11:34.013949Z
841,85718,"Horton, George and Lewis",created,GBP,377.96,75.59,453.55,2026-03-03T20:11:34.050905Z
842,18716,Thompson-Miller,invoiced,EUR,925.0,185.0,1110.0,2026-03-03T20:11:34.096286Z
843,97214,"Meyer, Padilla and Warner",paid,EUR,799.0,159.8,958.8,2026-03-03T20:11:34.207905Z
844,94554,"Mills, Osborn and Rodriguez",paid,GBP,1090.9,218.18,1309.08,2026-03-03T20:11:34.271725Z
845,17346,Wong-Schmidt,paid,EUR,2.01,0.4,2.41,2026-03-03T20:11:34.327457Z
846,23410,Freeman and Sons,paid,GBP,2.83,0.57,3.4,2026-03-03T20:11:34.388796Z
847,61058,White-Kirk,paid,GBP,2376.0,475.2,2851.2,2026-03-03T20:11:34.424548Z
848,68313,Brock-Buck,invoiced,USD,2006.0,140.42,2146.42,2026-03-03T20:11:31.772824Z
849,10390,"Brown, Guerrero and Frye",invoiced,GBP,6761.0,1352.2,8113.2,2026-03-03T20:11:34.494357Z
850,74757,Davis-Pearson,paid,GBP,667.32,133.46,800.78,2026-03-03T20:11:34.532128Z
851,85996,Graves-Bryant,confirmed,USD,1.19,0.08,1.27,2026-03-03T20:11:34.579836Z
852,90739,Reynolds Group,paid,GBP,1247.12,249.42,1496.54,2026-03-03T20:11:34.658616Z
853,63046,Boyer-Garner,invoiced,GBP,4356.0,871.2,5227.2,2026-03-03T20:11:34.645290Z
854,56363,Hardy-Mason,confirmed,USD,15238.25,1066.68,16304.93,2026-03-03T20:11:45.684211Z
855,42650,Moore-Newton,created,USD,2475.48,173.28,2648.76,2026-03-03T20:11:34.796963Z
856,38476,Saunders Inc,created,EUR,25571.17,5114.23,30685.4,2026-03-03T20:11:34.840034Z
857,73115,"Neal, Clarke and Lambert",paid,USD,1.27,0.09,1.36,2026-03-03T20:11:34.934054Z
858,79361,"Davis, Moore and Oneill",paid,USD,992.96,69.51,1062.47,2026-03-03T20:11:34.980414Z
859,85033,Martinez Ltd,paid,EUR,696.25,139.25,835.5,2026-03-03T20:11:34.988374Z
860,28119,Contreras Inc,created,USD,2579.0,180.53,2759.53,2026-03-03T20:11:35.083806Z
861,68470,Sexton-Williams,invoiced,EUR,581.92,116.38,698.3,2026-03-03T20:11:35.150626Z
862,84054,"Harris, Mason and Wiggins",paid,EUR,3663.0,732.6,4395.6,2026-03-03T20:11:35.201058Z
863,86217,Ryan-Horne,confirmed,GBP,986.0,197.2,1183.2,2026-03-03T20:11:48.421316Z
864,50080,Johnson-Frazier,paid,GBP,2.08,0.42,2.5,2026-03-03T20:11:35.303159Z
865,62456,"Peters, Mckenzie and Alexander",confirmed,EUR,496.79,99.36,596.15,2026-03-03T20:11:35.372083Z
866,25439,Smith LLC,confirmed,GBP,4653.0,930.6,5583.6,2026-03-03T20:11:35.447488Z
867,27433,"Stevens, Mata and Carrillo",paid,EUR,1.78,0.36,2.14,2026-03-03T20:11:35.480235Z
868,62649,Murphy PLC,confirmed,GBP,0.34,0.07,0.41,2026-03-03T20:11:35.516198Z
869,64210,"Sanders, Jensen and Bryant",invoiced,GBP,0.6,0.12,0.72,2026-03-03T20:11:35.532007Z
870,42079,Wallace-Wood,created,USD,3574.0,250.18,3824.18,2026-03-03T20:11:35.575750Z
871,55597,"Valencia, Rosales and Cortez",invoiced,EUR,30.08,6.02,36.1,2026-03-03T20:11:35.696107Z
872,81744,Anderson-Jordan,confirmed,EUR,7997.6,1599.52,9597.12,2026-03-03T20:11:48.528597Z
873,28466,"Knight, Torres and Mullen",paid,EUR,1102.87,220.57,1323.44,2026-03-03T20:11:35.750029Z
874,78074,Gomez Inc,paid,EUR,494.56,98.91,593.47,2026-03-03T20:11:35.867992Z
875,75970,Adkins-Trujillo,confirmed,GBP,0.33,0.07,0.4,2026-03-03T20:11:35.947014Z
876,12821,"Green, Fisher and Miller",invoiced,EUR,2413.27,482.65,2895.92,2026-03-03T20:11:35.985458Z
877,38982,Bruce-Oneill,invoiced,USD,9950.0,696.5,10646.5,2026-03-03T20:11:35.978109Z
878,81248,"Campbell, Atkins and Peterson",invoiced,USD,1132.93,79.31,1212.24,2026-03-03T20:11:36.114458Z
879,20189,"Cox, Gaines and Lopez",created,USD,1450.24,101.52,1551.76,2026-03-03T20:11:36.149488Z
880,23931,Gross Ltd,paid,GBP,1195.49,239.1,1434.59,2026-03-03T20:11:36.147280Z
881,97751,Jackson-West,invoiced,EUR,7030.04,1406.01,8436.05,2026-03-03T20:11:36.232807Z
882,11531,"May, Braun and Taylor",created,EUR,1685.92,337.18,2023.1,2026-03-03T20:11:36.308977Z
883,82900,Martin PLC,created,GBP,1190.48,238.1,1428.58,2026-03-03T20:11:39.073907Z
884,98718,Cameron Group,invoiced,USD,0.19,0.01,0.2,2026-03-03T20:11:48.568615Z
885,58336,Meza-Olsen,paid,GBP,7665.0,1533.0,9198.0,2026-03-03T20:11:36.473966Z
886,35037,"Hansen, Martinez and Evans",created,USD,14862.0,1040.34,15902.34,2026-03-03T20:11:48.660317Z
887,74785,Freeman-Gonzalez,created,GBP,1.68,0.34,2.02,2026-03-03T20:11:36.520560Z
888,20465,Silva-Moon,invoiced,USD,4.48,0.31,4.79,2026-03-03T20:11:36.651479Z
889,93714,"Mcbride, Young and Miller",invoiced,EUR,958.84,191.77,1150.61,2026-03-03T20:11:48.665835Z
890,16340,Campbell-Adams,paid,USD,0.78,0.05,0.83,2026-03-03T20:11:36.769781Z
891,93275,Hill-Young,invoiced,GBP,29934.0,5986.8,35920.8,2026-03-03T20:11:36.762209Z
892,39635,Beck-Whitaker,created,EUR,1452.94,290.59,1743.53,2026-03-03T20:11:36.866063Z
893,76032,Clark-Guerrero,created,GBP,990.82,198.16,1188.98,2026-03-03T20:11:36.909002Z
894,67992,Campbell-Frazier,invoiced,USD,37553.0,2628.71,40181.71,2026-03-03T20:11:36.928955Z
895,94926,Simmons PLC,created,GBP,23171.0,4634.2,27805.2,2026-03-03T20:11:37.039363Z
896,36053,"Wilson, Morris and Mccoy",paid,EUR,4158.0,831.6,4989.6,2026-03-03T20:11:37.087689Z
897,16269,Potter Group,invoiced,USD,2278.72,159.51,2438.23,2026-03-03T20:11:37.169236Z
898,64819,Miller Inc,paid,USD,1782.0,124.74,1906.74,2026-03-03T20:11:37.142370Z
899,26951,Harmon Ltd,confirmed,GBP,14382.37,2876.47,17258.84,2026-03-03T20:11:37.206990Z
900,91800,Brooks Inc,confirmed,GBP,33335.27,6667.05,40002.32,2026-03-03T20:11:37.316444Z
901,66520,"Phillips, Silva and Cruz",paid,EUR,19978.1,3995.62,23973.72,2026-03-03T20:11:37.305936Z
902,45776,"Walters, Castillo and Lawrence",paid,GBP,24724.21,4944.84,29669.05,2026-03-03T20:11:48.689180Z
903,15521,"Valdez, Roberts and Lopez",invoiced,GBP,30737.19,6147.44,36884.63,2026-03-03T20:11:37.421946Z
904,88901,Hunt-Morrison,invoiced,USD,36139.13,2529.74,38668.87,2026-03-03T20:11:37.532765Z
905,99663,Reed-Medina,confirmed,USD,6711.19,469.78,7180.97,2026-03-03T20:11:37.565546Z
906,10155,Gamble-Harrington,invoiced,EUR,87.55,17.51,105.06,2026-03-03T20:11:48.766543Z
907,62798,Strong LLC,invoiced,USD,6865.74,480.6,7346.34,2026-03-03T20:11:37.765654Z
908,94741,Richard and Sons,invoiced,USD,2786.97,195.09,2982.06,2026-03-03T20:11:37.790841Z
909,36995,"Sanders, Briggs and Young",created,EUR,116.0,23.2,139.2,2026-03-03T20:11:37.892202Z
910,91769,"Hayes, Bowman and Mendez",paid,EUR,551.0,110.2,661.2,2026-03-03T20:11:37.903145Z
911,69935,Buck-Cline,invoiced,USD,3.45,0.24,3.69,2026-03-03T20:11:48.890598Z
912,78990,"Small, Collins and Castro",created,GBP,199.68,39.94,239.62,2026-03-03T20:11:37.971029Z
913,22396,Woods Ltd,created,GBP,0.24,0.05,0.29,2026-03-03T20:11:38.053119Z
914,17592,Pratt-Yang,created,GBP,21573.0,4314.6,25887.6,2026-03-03T20:11:38.083718Z
915,32698,Robles-Webb,confirmed,USD,4466.2,312.63,4778.83,2026-03-03T20:11:38.195549Z
916,99729,"Blanchard, Bird and Robles",confirmed,EUR,9951.4,1990.28,11941.68,2026-03-03T20:11:38.241698Z
917,78539,"Blankenship, Farley and Williams",created,EUR,1598.11,319.62,1917.73,2026-03-03T20:11:38.245568Z
918,93741,Espinoza-Thomas,confirmed,EUR,1.47,0.29,1.76,2026-03-03T20:11:38.316129Z
919,98770,"Mclaughlin, Mitchell and Castro",invoiced,GBP,2.72,0.54,3.26,2026-03-03T20:11:38.445992Z
920,89398,Russell-Hernandez,created,USD,2277.13,159.4,2436.53,2026-03-03T20:11:38.475275Z
921,55516,Sullivan-Munoz,created,USD,0.99,0.07,1.06,2026-03-03T20:11:38.463035Z
922,16576,"Mcintosh, Bradshaw and Henry",invoiced,EUR,1907.0,381.4,2288.4,2026-03-03T20:11:38.526147Z
923,72712,George PLC,invoiced,GBP,0.74,0.15,0.89,2026-03-03T20:11:38.600392Z
924,84068,Ellis-Norris,invoiced,GBP,25929.88,5185.98,31115.86,2026-03-03T20:11:38.728770Z
925,22223,Spence Ltd,paid,GBP,37553.27,7510.65,45063.92,2026-03-03T20:11:48.931767Z
926,94609,Nash-Shaffer,created,USD,796.0,55.72,851.72,2026-03-03T20:11:38.793802Z
927,93292,Miller Inc,paid,USD,0.24,0.02,0.26,2026-03-03T20:11:38.869827Z
928,50051,Ryan-Frank,confirmed,USD,2609.12,182.64,2791.76,2026-03-03T20:11:38.891422Z
929,35340,"Jones, Floyd and Jacobson",confirmed,GBP,986.02,197.2,1183.22,2026-03-03T20:11:49.001311Z
930,78121,Ruiz PLC,invoiced,GBP,3079.33,615.87,3695.2,2026-03-03T20:11:39.042719Z
931,65572,Cohen-Duncan,confirmed,EUR,38354.02,7670.8,46024.82,2026-03-03T20:11:36.316592Z
932,77728,Callahan Ltd,confirmed,GBP,3.76,0.75,4.51,2026-03-03T20:11:39.124324Z
933,79356,"Thompson, Shaw and Stanley",paid,GBP,2773.08,554.62,3327.7,2026-03-03T20:11:49.022118Z
934,70478,Smith Inc,created,GBP,3465.71,693.14,4158.85,2026-03-03T20:11:39.233466Z
935,99870,"Chavez, Williams and Jackson",invoiced,EUR,36756.88,7351.38,44108.26,2026-03-03T20:11:39.318238Z
936,30288,Frederick-Johnson,invoiced,GBP,145.69,29.14,174.83,2026-03-03T20:11:42.049743Z
937,80349,Welch PLC,invoiced,EUR,8580.04,1716.01,10296.05,2026-03-03T20:11:39.382817Z
938,68860,Wood-Maldonado,confirmed,GBP,71733.0,14346.6,86079.6,2026-03-03T20:11:39.432596Z
939,22775,Robinson LLC,paid,GBP,4776.26,955.25,5731.51,2026-03-03T20:11:39.548291Z
940,57019,Smith-Sandoval,paid,EUR,1.15,0.23,1.38,2026-03-03T20:11:39.529604Z
941,56901,"Patel, Rodgers and Fleming",invoiced,USD,27965.88,1957.61,29923.49,2026-03-03T20:11:39.621534Z
942,61775,Dalton Ltd,invoiced,USD,0.16,0.01,0.17,2026-03-03T20:11:39.698522Z
943,80971,Nichols and Sons,paid,GBP,11187.31,2237.46,13424.77,2026-03-03T20:11:42.503447Z
944,11542,Ellison-Medina,confirmed,USD,0.22,0.02,0.24,2026-03-03T20:11:46.423790Z
945,67064,Wolfe-Hogan,paid,USD,4.98,0.35,5.33,2026-03-03T20:11:39.858645Z
946,14410,"Wong, Dickson and Burns",paid,GBP,1.1,0.22,1.32,2026-03-03T20:11:49.133076Z
947,36084,"Hill, Kelly and Rodriguez",paid,GBP,3.9,0.78,4.68,2026-03-03T20:11:39.956740Z
948,78405,Townsend-Johnson,created,USD,348.0,24.36,372.36,2026-03-03T20:11:39.998469Z
949,54065,"Richardson, Weiss and Adams",confirmed,GBP,1409.0,281.8,1690.8,2026-03-03T20:11:42.737903Z
950,37813,Steele Group,invoiced,USD,5572.0,390.04,5962.04,2026-03-03T20:11:40.168394Z
951,33260,Carson-Scott,paid,USD,13563.03,949.41,14512.44,2026-03-03T20:11:40.206881Z
952,25003,"Williams, Lopez and Martin",invoiced,GBP,348.23,69.65,417.88,2026-03-03T20:11:40.212435Z
953,10532,Hughes LLC,confirmed,GBP,2.93,0.59,3.52,2026-03-03T20:11:40.315358Z
954,32665,"Brown, Dickerson and Graves",invoiced,USD,6237.0,436.59,6673.59,2026-03-03T20:11:40.365906Z
955,97138,Gibson-Gilbert,created,EUR,3.97,0.79,4.76,2026-03-03T20:11:48.871157Z
956,99563,Hernandez-Rodgers,created,GBP,7733.0,1546.6,9279.6,2026-03-03T20:11:49.207094Z
957,70636,Noble and Sons,created,GBP,6579.0,1315.8,7894.8,2026-03-03T20:11:40.466853Z
958,52309,"Mclean, Castillo and Reynolds",confirmed,GBP,8177.0,1635.4,9812.4,2026-03-03T20:11:40.493267Z
959,72236,Rodriguez Group,confirmed,EUR,0.27,0.05,0.32,2026-03-03T20:11:40.575116Z
960,60890,"Thompson, Small and Carter",invoiced,EUR,2.58,0.52,3.1,2026-03-03T20:11:49.301529Z
961,93996,"Brown, Barnes and Stephens",confirmed,USD,23970.0,1677.9,25647.9,2026-03-03T20:11:40.642841Z
962,43190,"Pearson, Kim and Anderson",confirmed,EUR,6965.0,1393.0,8358.0,2026-03-03T20:11:40.764388Z
963,80716,Lewis-Preston,created,GBP,1.39,0.28,1.67,2026-03-03T20:11:40.759985Z
964,76125,Hawkins-Donovan,invoiced,EUR,3.81,0.76,4.57,2026-03-03T20:11:40.806648Z
965,40145,Morris-Holt,invoiced,GBP,639.78,127.96,767.74,2026-03-03T20:11:49.324431Z
966,14330,Barrett-Freeman,created,GBP,0.94,0.19,1.13,2026-03-03T20:11:40.972225Z
967,78948,Lewis Group,created,USD,3729.0,261.03,3990.03,2026-03-03T20:11:40.991907Z
968,22863,Hampton-Andrews,invoiced,GBP,5973.56,1194.71,7168.27,2026-03-03T20:11:41.079824Z
969,59538,"Cuevas, Davis and Stark",paid,GBP,6766.11,1353.22,8119.33,2026-03-03T20:11:41.082301Z
970,47472,"Rodriguez, Davis and Hansen",created,EUR,38352.18,7670.44,46022.62,2026-03-03T20:11:41.191171Z
971,44483,Archer Ltd,invoiced,USD,0.24,0.02,0.26,2026-03-03T20:11:41.189224Z
972,25740,"Russell, James and Villarreal",created,EUR,2673.72,534.74,3208.46,2026-03-03T20:11:41.281249Z
973,30341,"Williams, Barnes and Baker",paid,EUR,3.0,0.6,3.6,2026-03-03T20:11:41.382363Z
974,53173,"Guzman, Salazar and Steele",invoiced,EUR,39952.08,7990.42,47942.5,2026-03-03T20:11:41.396899Z
975,74849,"Horton, Newman and Hoffman",invoiced,GBP,145.94,29.19,175.13,2026-03-03T20:11:41.416708Z
976,53466,"Cohen, Richard and Brown",confirmed,GBP,1782.3,356.46,2138.76,2026-03-03T20:11:41.496606Z
977,92623,Schneider LLC,paid,GBP,8010.76,1602.15,9612.91,2026-03-03T20:11:41.517948Z
978,87451,Chang Group,confirmed,GBP,725.62,145.12,870.74,2026-03-03T20:11:41.661811Z
979,71360,Tyler Inc,invoiced,GBP,24900.96,4980.19,29881.15,2026-03-03T20:11:41.641775Z
980,65976,Irwin-Thompson,invoiced,GBP,232.34,46.47,278.81,2026-03-03T20:11:41.715928Z
981,38757,Taylor LLC,paid,USD,1.12,0.08,1.2,2026-03-03T20:11:41.810883Z
982,76174,Roberson Inc,paid,USD,1160.16,81.21,1241.37,2026-03-03T20:11:41.851172Z
983,96893,"Blake, Bennett and Tran",paid,EUR,25568.24,5113.65,30681.89,2026-03-03T20:11:41.930945Z
984,92392,Kennedy Inc,created,GBP,27167.02,5433.4,32600.42,2026-03-03T20:11:41.934492Z
985,53364,Richardson Group,paid,EUR,1601.4,320.28,1921.68,2026-03-03T20:11:39.298130Z
986,25837,Cox Inc,paid,GBP,2.69,0.54,3.23,2026-03-03T20:11:42.098406Z
987,79829,"Mack, Moreno and Brown",confirmed,USD,1218.74,85.31,1304.05,2026-03-03T20:11:42.168431Z
988,49821,"Rodriguez, Garcia and Miller",created,GBP,2.18,0.44,2.62,2026-03-03T20:11:50.448272Z
989,20789,Evans Ltd,created,USD,2184.08,152.89,2336.97,2026-03-03T20:11:42.231877Z
990,75778,Barber LLC,paid,GBP,30694.0,6138.8,36832.8,2026-03-03T20:11:42.323090Z
991,29305,Rios-Roberts,invoiced,USD,0.15,0.01,0.16,2026-03-03T20:11:49.405260Z
992,36059,Lindsey-Smith,invoiced,GBP,99.0,19.8,118.8,2026-03-03T20:11:39.724644Z
993,18059,Thomas LLC,paid,GBP,0.9,0.18,1.08,2026-03-03T20:11:49.523718Z
994,26653,"Parsons, James and Valdez",paid,GBP,14383.74,2876.75,17260.49,2026-03-03T20:11:42.521055Z
995,33827,Gill-Lambert,confirmed,GBP,1192.44,238.49,1430.93,2026-03-03T20:11:42.587358Z
996,68167,Werner-Garcia,created,EUR,5.2,1.04,6.24,2026-03-03T20:11:42.647195Z
997,71040,Evans-Thompson,invoiced,EUR,0.99,0.2,1.19,2026-03-03T20:11:42.719539Z
998,31605,Crane-Patel,confirmed,GBP,7748.0,1549.6,9297.6,2026-03-03T20:11:49.141660Z
999,98972,Mosley PLC,confirmed,EUR,28764.0,5752.8,34516.8,2026-03-03T20:11:49.534278Z
1000,66226,"Hodges, Long and Brown",invoiced,USD,0.24,0.02,0.26,2026-03-03T20:11:42.878377Z
